EP_UNEMP,EP_HBURD,EP_UNINSUR,EP_UNEMP EP_AGE65,EP_UNEMP EP_LIMENG,EP_UNEMP EP_NOVEH,EP_UNEMP EP_GROUPQ,EP_HBURD EP_AGE65,EP_HBURD EP_SNGPNT,EP_HBURD EP_CROWD,EP_NOHSDP EP_DISABL,EP_NOHSDP EP_MOBILE,EP_UNINSUR EP_SNGPNT,EP_UNINSUR EP_LIMENG,EP_AGE65 EP_AGE17,EP_AGE65 EP_DISABL,EP_AGE65 EP_MUNIT,EP_AGE65 EP_CROWD,EP_AGE65 EP_GROUPQ,EP_AGE17^2,EP_AGE17 EP_DISABL,EP_AGE17 EP_SNGPNT,EP_AGE17 EP_MOBILE,EP_SNGPNT EP_LIMENG,EP_SNGPNT EP_GROUPQ,EP_LIMENG^2,EP_LIMENG EP_MUNIT,EP_LIMENG EP_CROWD,EP_LIMENG EP_GROUPQ,EP_MINRTY EP_CROWD,EP_MUNIT EP_MOBILE,EP_MUNIT EP_CROWD,EP_MUNIT EP_GROUPQ,EP_MOBILE EP_GROUPQ,EP_NOVEH^2,EP_NOVEH EP_GROUPQ,EP_GROUPQ^2,EP_POV150,E_OZONE,E_PM,E_DSLPM,STCNTY
-1.6846761952015465,-0.8077028263262517,1.721487551834217,-0.7915205407784038,-0.005206908802983095,-1.4164790313741382,-0.32405424867848026,1.33553181537063,-1.2526661993038966,0.5844870211608107,1.1046025254831275,0.8853997662698184,0.3244094071647391,1.238246355532624,4.893303373755474,3.312191931842514,-1.4618789243986006,2.118935940226039,1.3169513699243063,0.5941881224450933,3.170544678084476,-0.943470941790905,1.4436919171834526,0.3072721880886114,0.051797213184045475,0.9926519404428359,-0.9225946976604331,1.1831244132553786,1.1664628464000109,0.8297221726372506,-1.2443992541673825,-1.2727819952797261,-1.2587745679051836,1.3125274582280115,-0.69091308658845,0.27118391106943684,0.8792806521829938,7.446066621442983,0.0,35.15657753253283,0.05265131056675632,48385
-0.05518877212720062,0.5727098209646974,0.41261416953017166,-0.053893124964832013,0.3680050353286481,0.5048949314541858,0.5437861928093475,0.4220436072120359,1.012855003744234,-0.2442517140946963,0.3900083512022768,-0.7479518160760127,0.8202870803402166,0.4975420188615939,0.06481233289579547,0.262207183342078,0.6704669419570748,-0.4686397351609394,0.5379750638302135,0.16828977155976169,0.5980451717525428,0.8627730389688124,-1.0609234282482967,0.6481539426844423,0.9222651322840029,0.28050694436803697,0.7693343720807366,0.10439165487540357,0.7275369835131096,-0.4510905603948763,-0.27932642408638925,0.37301634856162674,0.9242034144099054,-0.3499015988645095,0.8857974423914292,0.8823357903454379,0.7666329242215021,6.2759218711327724,0.16011340960076478,70.3832475305402,0.1823526514286982,18177
-0.010620463454444952,1.322076686636927,0.8785685237087156,0.06030875938686884,1.4429581549422705,-0.004389484181295296,0.012427818932124404,1.0874590818022871,0.7736326814192085,1.124567867088599,0.14313801767155934,0.8524954100648499,0.7893254692383683,1.5277825323475975,0.16421327205542666,-0.20456265647255123,0.696941768586782,0.9275839218174005,-0.04324643897445499,0.024659774305396034,-0.36292969338408915,0.2554436912006008,0.9612237536024066,1.469139330496978,0.11523646982967944,1.6834074680981408,1.4839978230540274,1.5747132507883166,1.3186572973553847,1.1610591013484652,1.8821920252495081,1.0648735043487891,0.488541744176027,0.6227789322707211,-0.026640869243822897,-0.04365243289577871,-0.00403634677359636,6.193167249289523,0.0,42.928516056003616,0.18836802014388207,12105
1.2022702687961861,-1.5767898726740661,-2.0066733835531747,1.671469824133684,-0.9212132655202079,1.1589446634819613,-1.2446463541904496,-0.6072522393159965,0.03470020612483057,-0.6301812754103818,0.8832658601899167,0.8714082110967369,-0.7217180302907792,-1.4785611602893347,0.6127023275360273,1.5095433911368836,-0.8548564698872017,0.1375275992550276,-1.567495868657887,-0.7965245836324433,0.896672756964115,0.6901783243342493,0.8235149814322932,-0.9379986583011408,-1.3326116049823447,-1.0688096982648077,-1.2748720746380218,-1.1039187975192073,-1.4416388897799008,-0.8465010436868928,-0.36674745248937074,-0.9598071104878322,-1.6511391840882075,-0.7854631636429721,0.7792824375369695,-1.3305796464498,-1.8279543868255925,6.604893622054675,0.1317223679269624,70.75346020189417,0.12525165554522338,17059
-0.4826024858935328,-0.156936864031947,-0.5594028323723,-0.7679458109327376,-0.14672828085068704,-0.567124379220508,-1.0748530938910417,-0.7673743183281615,0.23627067784353104,0.17599295522568523,-1.8004379273930726,-2.225200685758335,-0.13948867283110197,-0.13574987188068974,-0.7767905999137389,-0.9885403900608805,1.352350109655274,-0.07482403853019375,-1.1678019961951418,0.4530314931340574,-0.5184995724306072,0.46158489573117445,-2.0392463220215076,0.15453205830810096,-0.7554897657863732,-0.2995340547855718,0.9677079988290475,0.16078830764218982,-0.7216864726218365,0.29734945631951665,-1.0660009530548187,1.358662203176598,0.382124215011628,-2.153431695619528,-0.5421300724048224,-1.0845425329250444,-1.2691150783122056,4.373254124715414,0.01592755376614414,56.84055989919965,0.2189003106299624,29165
0.07697046660108686,0.33606765285767765,-0.3814854564578858,-0.034606730393805345,0.6997516650658463,0.17467386682278657,0.527394649044848,0.07329110014733362,1.0369238869652104,0.06979216463720678,-0.25147541907825693,-0.6366928112858723,0.3528944284572367,0.48048614270581574,-0.5531696665219938,0.08398926328695305,0.9254730065610361,-0.12691176833547257,0.39054732890412486,-0.2652393752636398,0.25486510722973116,0.8426207200770294,-0.6593652524033684,0.9527566839454926,0.9018111584394356,0.7859589111924952,1.127774990147314,0.629601597358494,0.9346104721403223,0.055974276008309246,0.5605092820896758,0.8387899142610205,1.0648191587007227,0.0011419852187133253,0.19377602299046068,0.5104647911676963,0.6699288551534108,5.69104946741447,0.3331071080627017,67.47752563756755,0.1959306000629664,21073
-0.6903537565730508,0.45438873691118714,-1.0053921473598109,-0.5885152293948812,-0.046222997159229715,-0.08031794657254666,-0.02493751810065849,0.40902446771747614,-0.4285639678619005,-0.4484498304613251,-1.899191618281263,-1.3052113646654497,-1.0553638482674619,-0.12215761036411642,-0.8448871027759215,-0.7271472521232994,1.2263829223942613,-0.6389581632849723,0.2695912360605431,-1.0670943678187403,-1.6299277099221594,-0.9467888848486359,-1.0058799567197418,-0.0442039332902823,-0.04323033764527466,0.008319030596438803,0.9202056370872048,-0.1700139642775455,0.3724895931324996,-0.612309259296954,0.45552450662598326,0.6020998819287414,1.0594146182710225,-0.34307623006001886,0.580305544028202,0.5104647911676963,0.435323766997618,4.207549099913285,0.0,36.89132352024505,0.1674828539186304,23005
0.602812883371329,0.9473932538008117,0.0533576676606866,-0.7018431286761452,0.44703757280152895,-0.10307826563928785,0.07850380131062418,-1.4358377362489023,1.5240837356976125,0.742866534980634,-0.8887848997925836,-1.012612535571877,0.7785202790264818,0.24395342966552394,-2.1076656585993554,-1.5253951519298827,-0.06227971674712876,-0.42954663507989366,-0.9380801079936106,1.3707703764049806,0.6980259908917119,1.677450258695179,-0.6651365208358742,0.6122072182553109,0.3002527450321776,0.008319030596438803,0.6168614505404625,0.5055224718318793,-0.039973631773038976,0.8944064776054569,-0.04541671959943819,0.8921546747604444,0.31059556939557625,-0.7109145733478002,-0.742663757265062,-0.5504587817095044,-0.3060519876535672,5.460225974463444,0.20048538495949428,62.26005509868952,0.17055409379371908,47125
0.033427601918587097,0.1783062074529976,0.7838719244265084,0.05307558546835348,0.05499777742866882,0.5751911529904372,0.39522910265918837,0.188948628475029,0.13279228525247092,0.15444428722014195,0.3526489993554731,-0.28378303248411757,0.5825840925892207,0.3208162615276585,0.4873598634765151,0.6842269136809567,0.6872870208235562,0.11154267043478247,0.3349168698095815,0.5660199542721684,1.476085689082103,0.21733937196172554,-0.2666635612556525,0.05602095753178958,0.3894533212819694,-0.2995340547855718,0.4897466383397042,0.08829008477169062,0.22947869407877478,0.25081000036648926,0.5494872749990235,0.7043364110416305,0.7801652428179429,0.11553078230627917,0.9116841447764384,0.7116729977281343,0.5205942418508017,6.571834254427999,0.0,57.388023338389175,0.1380872790458276,20125
-1.6846761952015465,-0.8668633683530068,0.6845273882656377,-1.3826404312404819,-1.1538740244929042,-0.6027318846077931,0.8618168697165194,-0.27386173643671224,-1.818954946789551,-2.843665439297055,0.5875579919177063,-0.4004681869586442,-0.9259443154384353,-0.2826134455805949,-1.3926523785464424,1.2915785117466776,0.09718928206301167,-2.8971515498641507,2.3769741797169743,-2.31604306314829,-0.06493498163931082,-2.177899799033938,-0.9141653942284792,-1.1636211681099968,0.816195969969906,-0.8996526357724259,-0.5127334829302258,-1.4197773433995664,0.7857256656804,-2.5682948827129795,-0.3377317523938527,-1.9158212544003124,1.3840781357813245,1.1735692563641251,1.0369869497246318,2.144223416589409,1.873605619360691,5.246284106826143,0.0,35.22291764436437,0.08435895218667507,20145
